"STATION","NAME","DATE","AWND","PRCP","SNWD","TAVG","TMAX","TMIN"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2011-06-11","3.58","0.00","0.0",,"66","52"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2011-06-12","5.59","0.01","0.0",,"70","48"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2011-06-13","12.08","0.11","0.0",,"68","52"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2011-06-14","8.50","0.00","0.0",,"63","51"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2011-06-15","4.70","0.06","0.0",,"65","48"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2011-06-16","5.59","0.00","0.0",,"70","46"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2011-06-17","3.36","0.00","0.0",,"71","46"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2011-06-18","5.82","0.41","0.0",,"58","53"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2011-06-19","6.93","0.03","0.0",,"63","51"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2011-06-20","3.13","0.00","0.0",,"70","54"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2011-06-21","3.58","0.00","0.0",,"78","54"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2011-06-22","6.93","0.00","0.0",,"67","52"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2011-06-23","8.05","0.07","0.0",,"66","50"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2011-06-24","5.37","0.26","0.0",,"67","51"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2011-06-25","6.04","0.01","0.0",,"68","51"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2011-06-26","5.14","0.00","0.0",,"72","48"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2011-06-27","2.24","0.00","0.0",,"69","58"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2011-06-28","6.93","0.00","0.0",,"74","58"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2011-06-29","14.76","0.00","0.0",,"67","54"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2011-06-30","10.07","0.00","0.0",,"67","53"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2011-07-01","5.82","0.00","0.0",,"72","49"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2011-07-02","6.26","0.00","0.0",,"82","52"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2011-07-03","9.84","0.00","0.0",,"72","56"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2011-07-04","8.28","0.00","0.0",,"78","51"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2011-07-05","9.40","0.00","0.0",,"81","51"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2011-07-06","7.83","0.00","0.0",,"84","57"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2011-07-07","9.62","0.03","0.0",,"67","54"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2011-07-08","8.95","0.00","0.0",,"71","51"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2011-07-09","8.05","0.00","0.0",,"74","52"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2011-07-10","5.14","0.00","0.0",,"76","55"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2011-07-11","5.37","0.00","0.0",,"75","55"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2011-07-12","4.92","0.08","0.0",,"70","57"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2011-07-13","8.28","0.00","0.0",,"73","55"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2011-07-14","6.93","0.02","0.0",,"62","56"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2011-07-15","4.47","0.02","0.0",,"76","56"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2011-07-16","5.59","0.35","0.0",,"74","57"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2011-07-17","4.25","0.07","0.0",,"63","55"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2011-07-18","5.14","0.00","0.0",,"74","50"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2011-07-19","9.17","0.00","0.0",,"70","55"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2011-07-20","8.28","0.00","0.0",,"74","54"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2011-07-21","12.53","0.00","0.0",,"70","57"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2011-07-22","6.49","0.00","0.0",,"72","51"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2011-07-23","9.62","0.00","0.0",,"79","54"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2011-07-24","7.38","0.00","0.0",,"83","58"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2011-07-25","6.04","0.13","0.0",,"63","57"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2011-07-26","7.61","0.00","0.0",,"70","57"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2011-07-27","6.93","0.00","0.0",,"72","57"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2011-07-28","8.50","0.00","0.0",,"78","54"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2011-07-29","9.62","0.00","0.0",,"76","60"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2011-07-30","7.38","0.00","0.0",,"79","56"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2011-07-31","9.40","0.00","0.0",,"71","58"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2011-08-01","7.61","0.00","0.0",,"77","54"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2011-08-02","4.25","0.00","0.0",,"77","55"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2011-08-03","5.14","0.00","0.0",,"79","58"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2011-08-04","6.71","0.00","0.0",,"81","57"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2011-08-05","4.92","0.00","0.0",,"66","57"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2011-08-06","3.13","0.00","0.0",,"73","58"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2011-08-07","3.80","0.00","0.0",,"74","56"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2011-08-08","6.71","0.00","0.0",,"70","54"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2011-08-09","5.82","0.00","0.0",,"70","55"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2011-08-10","4.92","0.00","0.0",,"71","55"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2011-08-11","3.58","0.00","0.0",,"74","54"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2011-08-12","4.03","0.00","0.0",,"76","52"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2011-08-13","5.82","0.00","0.0",,"70","53"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2011-08-14","6.04","0.00","0.0",,"71","55"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2011-08-15","5.37","0.00","0.0",,"74","57"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2011-08-16","8.50","0.00","0.0",,"78","55"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2011-08-17","6.26","0.00","0.0",,"77","53"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2011-08-18","6.49","0.00","0.0",,"73","54"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2011-08-19","9.17","0.00","0.0",,"78","53"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2011-08-20","6.04","0.00","0.0",,"85","59"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2011-08-21","4.92","0.00","0.0",,"87","59"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2011-08-22","9.62","0.12","0.0",,"71","60"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2011-08-23","5.14","0.00","0.0",,"77","60"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2011-08-24","5.82","0.00","0.0",,"84","57"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2011-08-25","6.26","0.00","0.0",,"82","58"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2011-08-26","6.71","0.00","0.0",,"84","59"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2011-08-27","6.49","0.00","0.0",,"84","56"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2011-08-28","4.92","0.00","0.0",,"80","54"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2011-08-29","6.93","0.00","0.0",,"70","57"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2011-08-30","4.92","0.01","0.0",,"69","54"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2011-08-31","4.92","0.00","0.0",,"69","52"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2011-09-01","6.04","0.00","0.0",,"73","50"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2011-09-02","6.93","0.00","0.0",,"71","56"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2011-09-03","10.96","0.00","0.0",,"82","53"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2011-09-04","3.80","0.00","0.0",,"83","52"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2011-09-05","3.80","0.00","0.0",,"82","54"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2011-09-06","5.37","0.00","0.0",,"84","53"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2011-09-07","7.61","0.00","0.0",,"83","54"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2011-09-08","2.91","0.00","0.0",,"85","58"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2011-09-09","4.92","0.00","0.0",,"85","56"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2011-09-10","6.26","0.00","0.0",,"84","56"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2011-09-11","5.14","0.00","0.0",,"85","59"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2011-09-12","6.93","0.00","0.0",,"68","57"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2011-09-13","3.80","0.00","0.0",,"64","57"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2011-09-14","2.68","0.00","0.0",,"67","58"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2011-09-15","8.28","0.00","0.0",,"65","54"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2011-09-16","4.25","0.00","0.0",,"64","52"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2011-09-17","8.50","0.20","0.0",,"62","52"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2011-09-18","5.82","0.28","0.0",,"65","52"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2011-09-19","7.16","0.01","0.0",,"69","54"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2011-09-20","3.36","0.00","0.0",,"77","48"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2011-09-21","5.59","0.00","0.0",,"76","60"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2011-09-22","5.82","0.00","0.0",,"76","62"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2011-09-23","6.49","0.00","0.0",,"80","63"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2011-09-24","5.14","0.00","0.0",,"75","60"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2011-09-25","11.41","0.19","0.0",,"67","55"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2011-09-26","9.62","0.59","0.0",,"61","53"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2011-09-27","9.17","0.01","0.0",,"65","51"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2011-09-28","10.51","0.00","0.0",,"65","48"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2011-09-29","4.25","0.00","0.0",,"77","46"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2011-09-30","6.93","0.01","0.0",,"65","51"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2011-10-01","3.80","0.02","0.0",,"59","50"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2011-10-02","4.47","0.37","0.0",,"64","49"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2011-10-03","6.04","0.10","0.0",,"62","52"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2011-10-04","6.26","0.05","0.0",,"63","49"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2011-10-05","3.80","0.09","0.0",,"55","49"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2011-10-06","3.58","0.11","0.0",,"58","49"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2011-10-07","5.37","0.06","0.0",,"55","50"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2011-10-08","4.92","0.02","0.0",,"65","46"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2011-10-09","4.70","0.10","0.0",,"60","51"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2011-10-10","6.71","0.25","0.0",,"59","51"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2011-10-11","13.42","0.89","0.0",,"59","52"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2011-10-12","8.95","0.00","0.0",,"59","48"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2011-10-13","7.61","0.00","0.0",,"59","43"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2011-10-14","8.05","0.01","0.0",,"58","45"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2011-10-15","6.71","0.00","0.0",,"57","43"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2011-10-16","3.58","0.00","0.0",,"50","42"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2011-10-17","5.82","0.00","0.0",,"61","42"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2011-10-18","7.61","0.00","0.0",,"67","45"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2011-10-19","7.16","0.00","0.0",,"59","47"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2011-10-20","4.47","0.00","0.0",,"59","47"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2011-10-21","8.95","0.12","0.0",,"58","50"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2011-10-22","10.29","0.58","0.0",,"60","55"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2011-10-23","3.80","0.00","0.0",,"57","48"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2011-10-24","3.80","0.00","0.0",,"57","45"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2011-10-25","4.92","0.00","0.0",,"54","40"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2011-10-26","5.82","0.02","0.0",,"50","37"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2011-10-27","5.82","0.00","0.0",,"54","41"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2011-10-28","6.71","0.50","0.0",,"54","42"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2011-10-29","4.70","0.00","0.0",,"56","44"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2011-10-30","9.17","0.16","0.0",,"57","44"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2011-10-31","5.14","0.00","0.0",,"53","42"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2011-11-01","2.24","0.00","0.0",,"52","37"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2011-11-02","7.83","0.35","0.0",,"52","34"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2011-11-03","6.93","0.00","0.0",,"52","40"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2011-11-04","5.82","0.05","0.0",,"44","37"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2011-11-05","5.14","0.00","0.0",,"50","36"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2011-11-06","3.36","0.00","0.0",,"49","32"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2011-11-07","7.83","0.01","0.0",,"49","39"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2011-11-08","4.47","0.00","0.0",,"55","42"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2011-11-09","8.05","0.00","0.0",,"62","46"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2011-11-10","5.82","0.00","0.0",,"59","40"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2011-11-11","9.40","0.23","0.0",,"51","38"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2011-11-12","10.51","0.25","0.0",,"49","34"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2011-11-13","14.99","0.02","0.0",,"49","41"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2011-11-14","8.72","0.00","0.0",,"47","35"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2011-11-15","5.14","0.00","0.0",,"48","32"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2011-11-16","10.51","0.49","0.0",,"52","34"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2011-11-17","14.99","0.28","0.0",,"48","35"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2011-11-18","5.37","0.08","0.0",,"39","33"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2011-11-19","6.04","0.00","0.0",,"41","31"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2011-11-20","3.36","0.00","0.0",,"39","27"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2011-11-21","11.63","0.30","0.0",,"50","33"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2011-11-22","14.54","1.76","0.0",,"52","41"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2011-11-23","10.51","0.55","0.0",,"53","40"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2011-11-24","12.75","0.26","0.0",,"45","37"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2011-11-25","7.16","0.00","0.0",,"48","36"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2011-11-26","2.68","0.02","0.0",,"51","41"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2011-11-27","12.30","0.42","0.0",,"56","44"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2011-11-28","4.03","0.00","0.0",,"48","37"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2011-11-29","7.61","0.09","0.0",,"44","35"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2011-11-30","7.16","0.00","0.0",,"45","37"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2011-12-01","2.91","0.00","0.0",,"41","29"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2011-12-02","3.58","0.01","0.0",,"44","32"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2011-12-03","2.24","0.00","0.0",,"42","31"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2011-12-04","6.49","0.00","0.0",,"43","31"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2011-12-05","4.03","0.00","0.0",,"42","28"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2011-12-06","3.80","0.00","0.0",,"38","28"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2011-12-07","5.14","0.00","0.0",,"41","35"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2011-12-08","7.38","0.00","0.0",,"40","32"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2011-12-09","2.68","0.00","0.0",,"40","26"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2011-12-10","4.25","0.00","0.0",,"40","31"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2011-12-11","5.82","0.02","0.0",,"40","35"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2011-12-12","7.61","0.00","0.0",,"39","28"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2011-12-13","3.80","0.00","0.0",,"41","26"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2011-12-14","4.25","0.00","0.0",,"40","33"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2011-12-15","4.03","0.03","0.0",,"44","38"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2011-12-16","4.47","0.00","0.0",,"49","40"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2011-12-17","5.14","0.00","0.0",,"50","33"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2011-12-18","4.25","0.19","0.0",,"46","35"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2011-12-19","2.91","0.00","0.0",,"46","36"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2011-12-20","5.59","0.00","0.0",,"44","37"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2011-12-21","3.80","0.00","0.0",,"45","32"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2011-12-22","4.03","0.00","0.0",,"38","27"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2011-12-23","5.82","0.02","0.0",,"49","35"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2011-12-24","4.03","0.00","0.0",,"52","43"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2011-12-25","13.20","0.03","0.0",,"50","37"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2011-12-26","6.93","0.05","0.0",,"42","37"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2011-12-27","7.61","0.90","0.0",,"51","40"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2011-12-28","16.33","0.63","0.0",,"53","48"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2011-12-29","11.41","0.29","0.0",,"51","44"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2011-12-30","12.75","0.07","0.0",,"49","36"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2011-12-31","6.26","0.00","0.0",,"43","32"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2012-01-01","10.51","0.00","0.0",,"55","41"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2012-01-02","10.07","0.43","0.0",,"51","37"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2012-01-03","5.14","0.03","0.0",,"53","45"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2012-01-04","10.51","0.80","0.0",,"54","42"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2012-01-05","13.65","0.05","0.0",,"48","37"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2012-01-06","4.92","0.10","0.0",,"40","36"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2012-01-07","5.14","0.00","0.0",,"45","37"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2012-01-08","4.47","0.00","0.0",,"50","37"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2012-01-09","7.61","0.17","0.0",,"49","41"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2012-01-10","7.61","0.04","0.0",,"43","33"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2012-01-11","11.41","0.00","0.0",,"43","30"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2012-01-12","4.25","0.00","0.0",,"43","29"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2012-01-13","2.91","0.00","0.0",,"41","27"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2012-01-14","11.86","0.16","0.0",,"40","33"
